year,country,historical_name,transition_group,team_score,total_medals,avg_score,best_rank,transition_status
1991,Luxembourg,Luxembourg,No Change,60,1,10,283,Stable
1991,Macau,Macau,No Change,56,0,9.333333333333334,366,Stable
1991,Malaysia,Malaysia,No Change,118,6,19.666666666666668,59,Stable
1991,Mexico,Mexico,No Change,129,5,21.5,19,Stable
1991,Mongolia,Mongolia,No Change,142,6,23.666666666666668,47,Stable
1991,Myanmar,Myanmar,No Change,30,0,5,457,Stable
1991,Nepal,Nepal,No Change,28,0,4.666666666666667,425,Stable
1991,Netherlands,Netherlands,No Change,109,5,18.166666666666668,59,Stable
1991,New Zealand,New Zealand,No Change,120,6,20,125,Stable
1991,Nicaragua,Nicaragua,No Change,16,1,16,283,Stable
1991,North Macedonia,North Macedonia,No Change,107,3,17.833333333333332,19,Stable
1991,Norway,Norway,No Change,85,3,14.166666666666666,238,Stable
1991,Oman,Oman,No Change,4,0,0.6666666666666666,551,Stable
1991,Pakistan,Pakistan,No Change,64,2,10.666666666666666,100,Stable
1991,Panama,Panama,No Change,10,0,10,434,Stable
1991,Paraguay,Paraguay,No Change,20,0,5,434,Stable
1991,People's Republic of China,People's Republic of China,No Change,190,6,31.666666666666668,1,Stable
1991,Peru,Peru,No Change,122,5,20.333333333333332,59,Stable
1991,Philippines,Philippines,No Change,102,4,17,100,Stable
1991,Poland,Poland,No Change,151,6,25.166666666666668,19,Stable
1991,Portugal,Portugal,No Change,71,1,11.833333333333334,283,Stable
1991,Puerto Rico,Puerto Rico,No Change,18,0,6,457,Stable
1991,Republic of Korea,Republic of Korea,No Change,168,6,28,5,Stable
1991,Republic of Moldova,Republic of Moldova,No Change,84,3,16.8,125,Stable
1991,Romania,Romania,No Change,145,6,24.166666666666668,47,Stable
1991,Rwanda,Rwanda,No Change,39,0,6.5,366,Stable
1991,Saudi Arabia,Saudi Arabia,No Change,111,5,18.5,100,Stable
1991,Serbia,Serbia,No Change,132,5,22,59,Stable
1991,Singapore,Singapore,No Change,162,6,27,14,Stable
1991,Slovakia,Slovakia,No Change,116,5,19.333333333333332,29,Stable
1991,Slovenia,Slovenia,No Change,92,2,15.333333333333334,100,Stable
1991,South Africa,South Africa,No Change,93,3,15.5,147,Stable
1991,Spain,Spain,No Change,80,2,13.333333333333334,227,Stable
1991,Sri Lanka,Sri Lanka,No Change,71,2,11.833333333333334,283,Stable
1991,Sweden,Sweden,No Change,102,4,17,147,Stable
1991,Switzerland,Switzerland,No Change,106,2,17.666666666666668,29,Stable
1991,Syria,Syria,No Change,64,1,10.666666666666666,283,Stable
1991,Taiwan,Taiwan,No Change,149,6,24.833333333333332,29,Stable
1991,Tajikistan,Tajikistan,No Change,80,2,13.333333333333334,182,Stable
1991,Thailand,Thailand,No Change,116,4,19.333333333333332,100,Stable
1991,Trinidad and Tobago,Trinidad and Tobago,No Change,37,0,7.4,327,Stable
1991,Tunisia,Tunisia,No Change,67,1,11.166666666666666,238,Stable
1991,Turkmenistan,Turkmenistan,No Change,107,4,17.833333333333332,125,Stable
1991,Türkiye,Türkiye,No Change,151,6,25.166666666666668,13,Stable
1991,Uganda,Uganda,No Change,22,0,3.6666666666666665,475,Stable
1991,Ukraine,Ukraine,No Change,113,5,18.833333333333332,125,Stable
1991,United Arab Emirates,United Arab Emirates,No Change,1,0,0.25,565,Stable
1991,United Kingdom,United Kingdom,No Change,162,6,27,5,Stable
1991,United States of America,United States of America,No Change,192,6,32,3,Stable
1991,Uruguay,Uruguay,No Change,48,0,8,327,Stable
1991,Uzbekistan,Uzbekistan,No Change,110,5,18.333333333333332,100,Stable
1991,Venezuela,Venezuela,No Change,14,0,4.666666666666667,400,Stable
1991,Vietnam,Vietnam,No Change,118,5,19.666666666666668,100,Stable
1992,Albania,Albania,No Change,51,1,8.5,252,Stable
1992,Algeria,Algeria,No Change,86,1,14.333333333333334,47,Stable
1992,Argentina,Argentina,No Change,90,4,15,82,Stable
1992,Armenia,Armenia,No Change,113,5,18.833333333333332,182,Stable
1992,Australia,Australia,No Change,113,4,18.833333333333332,29,Stable
1992,Austria,Austria,No Change,127,5,21.166666666666668,90,Stable
1992,Azerbaijan,Azerbaijan,No Change,64,1,10.666666666666666,252,Stable
1992,Bangladesh,Bangladesh,No Change,83,2,13.833333333333334,216,Stable
1992,Belarus,Belarus,No Change,165,6,27.5,11,Stable
1992,Belgium,Belgium,No Change,80,3,13.333333333333334,147,Stable
1992,Bhutan,Bhutan,No Change,8,0,1.6,487,Stable
1992,Bolivia,Bolivia,No Change,26,1,6.5,252,Stable
1992,Bosnia and Herzegovina,Bosnia and Herzegovina,No Change,144,6,24,19,Stable
1992,Botswana,Botswana,No Change,15,0,2.5,487,Stable
1992,Brazil,Brazil,No Change,134,6,22.333333333333332,47,Stable
1992,Bulgaria,Bulgaria,No Change,126,5,21,90,Stable
1992,Canada,Canada,No Change,131,5,21.833333333333332,76,Stable
1992,Chile,Chile,No Change,17,0,8.5,366,Stable
1992,Colombia,Colombia,No Change,87,2,14.5,238,Stable
1992,Costa Rica,Costa Rica,No Change,82,2,13.666666666666666,216,Stable
1992,Croatia,Croatia,No Change,116,5,19.333333333333332,125,Stable
1992,Cuba,Cuba,No Change,68,0,11.333333333333334,327,Stable
1992,Cyprus,Cyprus,No Change,88,3,14.666666666666666,125,Stable
1992,Czech Republic,Czech Republic,No Change,103,4,17.166666666666668,100,Stable
1992,Denmark,Denmark,No Change,88,2,14.666666666666666,182,Stable
1992,Dominican Republic,Dominican Republic,No Change,39,0,6.5,366,Stable
1992,Ecuador,Ecuador,No Change,46,1,7.666666666666667,227,Stable
1992,El Salvador,El Salvador,No Change,17,0,5.666666666666667,434,Stable
1992,Estonia,Estonia,No Change,91,2,15.166666666666666,147,Stable
1992,Finland,Finland,No Change,85,2,14.166666666666666,82,Stable
1992,France,France,No Change,133,5,22.166666666666668,29,Stable
1992,Georgia,Georgia,No Change,108,4,18,29,Stable
1992,Germany,Germany,No Change,120,6,20,100,Stable
1992,Ghana,Ghana,No Change,4,0,0.6666666666666666,533,Stable
1992,Greece,Greece,No Change,126,6,21,29,Stable
1992,Honduras,Honduras,No Change,1,0,1,565,Stable
1992,Hong Kong,Hong Kong,No Change,140,6,23.333333333333332,59,Stable
1992,Hungary,Hungary,No Change,155,6,25.833333333333332,5,Stable
1992,Iceland,Iceland,No Change,35,0,5.833333333333333,425,Stable
1992,India,India,No Change,167,5,27.833333333333332,5,Stable
1992,Indonesia,Indonesia,No Change,111,4,18.5,47,Stable
1992,Iraq,Iraq,No Change,50,2,10,238,Stable
1992,Ireland,Ireland,No Change,67,0,11.166666666666666,327,Stable
1992,Islamic Republic of Iran,Islamic Republic of Iran,No Change,137,5,22.833333333333332,29,Stable
1992,Israel,Israel,No Change,142,6,23.666666666666668,19,Stable
1992,Italy,Italy,No Change,143,6,23.833333333333332,47,Stable
1992,Ivory Coast,Ivory Coast,No Change,19,0,3.1666666666666665,511,Stable
1992,Japan,Japan,No Change,143,5,23.833333333333332,4,Stable
1992,Kazakhstan,Kazakhstan,No Change,127,5,21.166666666666668,59,Stable
1992,Kenya,Kenya,No Change,7,0,1.4,533,Stable
1992,Kosovo,Kosovo,No Change,48,0,8,434,Stable
1992,Kyrgyzstan,Kyrgyzstan,No Change,122,4,20.333333333333332,47,Stable
1992,Latvia,Latvia,No Change,87,2,14.5,182,Stable
1992,Liechtenstein,Liechtenstein,No Change,14,0,14,366,Stable
1992,Lithuania,Lithuania,No Change,94,3,18.8,11,Stable
1992,Luxembourg,Luxembourg,No Change,60,1,10,283,Stable
1992,Macau,Macau,No Change,56,0,9.333333333333334,366,Stable
1992,Malaysia,Malaysia,No Change,118,6,19.666666666666668,59,Stable
1992,Mexico,Mexico,No Change,129,5,21.5,19,Stable
1992,Mongolia,Mongolia,No Change,142,6,23.666666666666668,47,Stable
1992,Myanmar,Myanmar,No Change,30,0,5,457,Stable
1992,Nepal,Nepal,No Change,28,0,4.666666666666667,425,Stable
1992,Netherlands,Netherlands,No Change,109,5,18.166666666666668,59,Stable
1992,New Zealand,New Zealand,No Change,120,6,20,125,Stable
1992,Nicaragua,Nicaragua,No Change,16,1,16,283,Stable
1992,North Macedonia,North Macedonia,No Change,107,3,17.833333333333332,19,Stable
1992,Norway,Norway,No Change,85,3,14.166666666666666,238,Stable
1992,Oman,Oman,No Change,4,0,0.6666666666666666,551,Stable
1992,Pakistan,Pakistan,No Change,64,2,10.666666666666666,100,Stable
1992,Panama,Panama,No Change,10,0,10,434,Stable
1992,Paraguay,Paraguay,No Change,20,0,5,434,Stable
1992,People's Republic of China,People's Republic of China,No Change,190,6,31.666666666666668,1,Stable
1992,Peru,Peru,No Change,122,5,20.333333333333332,59,Stable
1992,Philippines,Philippines,No Change,102,4,17,100,Stable
1992,Poland,Poland,No Change,151,6,25.166666666666668,19,Stable
1992,Portugal,Portugal,No Change,71,1,11.833333333333334,283,Stable
1992,Puerto Rico,Puerto Rico,No Change,18,0,6,457,Stable
1992,Republic of Korea,Republic of Korea,No Change,168,6,28,5,Stable
1992,Republic of Moldova,Republic of Moldova,No Change,84,3,16.8,125,Stable
1992,Romania,Romania,No Change,145,6,24.166666666666668,47,Stable
1992,Rwanda,Rwanda,No Change,39,0,6.5,366,Stable
1992,Saudi Arabia,Saudi Arabia,No Change,111,5,18.5,100,Stable
1992,Serbia,Serbia,No Change,132,5,22,59,Stable
1992,Singapore,Singapore,No Change,162,6,27,14,Stable
1992,Slovakia,Slovakia,No Change,116,5,19.333333333333332,29,Stable
1992,Slovenia,Slovenia,No Change,92,2,15.333333333333334,100,Stable
1992,South Africa,South Africa,No Change,93,3,15.5,147,Stable
1992,Spain,Spain,No Change,80,2,13.333333333333334,227,Stable
1992,Sri Lanka,Sri Lanka,No Change,71,2,11.833333333333334,283,Stable
1992,Sweden,Sweden,No Change,102,4,17,147,Stable
1992,Switzerland,Switzerland,No Change,106,2,17.666666666666668,29,Stable
1992,Syria,Syria,No Change,64,1,10.666666666666666,283,Stable
1992,Taiwan,Taiwan,No Change,149,6,24.833333333333332,29,Stable
1992,Tajikistan,Tajikistan,No Change,80,2,13.333333333333334,182,Stable
1992,Thailand,Thailand,No Change,116,4,19.333333333333332,100,Stable
1992,Trinidad and Tobago,Trinidad and Tobago,No Change,37,0,7.4,327,Stable
1992,Tunisia,Tunisia,No Change,67,1,11.166666666666666,238,Stable
1992,Turkmenistan,Turkmenistan,No Change,107,4,17.833333333333332,125,Stable
1992,Türkiye,Türkiye,No Change,151,6,25.166666666666668,13,Stable
1992,Uganda,Uganda,No Change,22,0,3.6666666666666665,475,Stable
1992,Ukraine,Ukraine,No Change,113,5,18.833333333333332,125,Stable
1992,United Arab Emirates,United Arab Emirates,No Change,1,0,0.25,565,Stable
1992,United Kingdom,United Kingdom,No Change,162,6,27,5,Stable
1992,United States of America,United States of America,No Change,192,6,32,3,Stable
1992,Uruguay,Uruguay,No Change,48,0,8,327,Stable
1992,Uzbekistan,Uzbekistan,No Change,110,5,18.333333333333332,100,Stable
1992,Venezuela,Venezuela,No Change,14,0,4.666666666666667,400,Stable
1992,Vietnam,Vietnam,No Change,118,5,19.666666666666668,100,Stable
1993,Albania,Albania,No Change,51,1,8.5,252,Stable
1993,Algeria,Algeria,No Change,86,1,14.333333333333334,47,Stable
1993,Argentina,Argentina,No Change,90,4,15,82,Stable
1993,Armenia,Armenia,No Change,113,5,18.833333333333332,182,Stable
1993,Australia,Australia,No Change,113,4,18.833333333333332,29,Stable
1993,Austria,Austria,No Change,127,5,21.166666666666668,90,Stable
1993,Azerbaijan,Azerbaijan,No Change,64,1,10.666666666666666,252,Stable
1993,Bangladesh,Bangladesh,No Change,83,2,13.833333333333334,216,Stable
1993,Belarus,Belarus,No Change,165,6,27.5,11,Stable
1993,Belgium,Belgium,No Change,80,3,13.333333333333334,147,Stable
1993,Bhutan,Bhutan,No Change,8,0,1.6,487,Stable
1993,Bolivia,Bolivia,No Change,26,1,6.5,252,Stable
1993,Bosnia and Herzegovina,Bosnia and Herzegovina,No Change,144,6,24,19,Stable
1993,Botswana,Botswana,No Change,15,0,2.5,487,Stable
1993,Brazil,Brazil,No Change,134,6,22.333333333333332,47,Stable
1993,Bulgaria,Bulgaria,No Change,126,5,21,90,Stable
1993,Canada,Canada,No Change,131,5,21.833333333333332,76,Stable
1993,Chile,Chile,No Change,17,0,8.5,366,Stable
1993,Colombia,Colombia,No Change,87,2,14.5,238,Stable
1993,Costa Rica,Costa Rica,No Change,82,2,13.666666666666666,216,Stable
1993,Croatia,Croatia,No Change,116,5,19.333333333333332,125,Stable
1993,Cuba,Cuba,No Change,68,0,11.333333333333334,327,Stable
1993,Cyprus,Cyprus,No Change,88,3,14.666666666666666,125,Stable
1993,Czech Republic,Czech Republic,No Change,103,4,17.166666666666668,100,Stable
1993,Denmark,Denmark,No Change,88,2,14.666666666666666,182,Stable
1993,Dominican Republic,Dominican Republic,No Change,39,0,6.5,366,Stable
1993,Ecuador,Ecuador,No Change,46,1,7.666666666666667,227,Stable
1993,El Salvador,El Salvador,No Change,17,0,5.666666666666667,434,Stable
1993,Estonia,Estonia,No Change,91,2,15.166666666666666,147,Stable
1993,Finland,Finland,No Change,85,2,14.166666666666666,82,Stable
1993,France,France,No Change,133,5,22.166666666666668,29,Stable
1993,Georgia,Georgia,No Change,108,4,18,29,Stable
1993,Germany,Germany,No Change,120,6,20,100,Stable
1993,Ghana,Ghana,No Change,4,0,0.6666666666666666,533,Stable
1993,Greece,Greece,No Change,126,6,21,29,Stable
1993,Honduras,Honduras,No Change,1,0,1,565,Stable
1993,Hong Kong,Hong Kong,No Change,140,6,23.333333333333332,59,Stable
1993,Hungary,Hungary,No Change,155,6,25.833333333333332,5,Stable
1993,Iceland,Iceland,No Change,35,0,5.833333333333333,425,Stable
1993,India,India,No Change,167,5,27.833333333333332,5,Stable
1993,Indonesia,Indonesia,No Change,111,4,18.5,47,Stable
1993,Iraq,Iraq,No Change,50,2,10,238,Stable
1993,Ireland,Ireland,No Change,67,0,11.166666666666666,327,Stable
1993,Islamic Republic of Iran,Islamic Republic of Iran,No Change,137,5,22.833333333333332,29,Stable
1993,Israel,Israel,No Change,142,6,23.666666666666668,19,Stable
1993,Italy,Italy,No Change,143,6,23.833333333333332,47,Stable
1993,Ivory Coast,Ivory Coast,No Change,19,0,3.1666666666666665,511,Stable
1993,Japan,Japan,No Change,143,5,23.833333333333332,4,Stable
1993,Kazakhstan,Kazakhstan,No Change,127,5,21.166666666666668,59,Stable
1993,Kenya,Kenya,No Change,7,0,1.4,533,Stable
1993,Kosovo,Kosovo,No Change,48,0,8,434,Stable
1993,Kyrgyzstan,Kyrgyzstan,No Change,122,4,20.333333333333332,47,Stable
1993,Latvia,Latvia,No Change,87,2,14.5,182,Stable
1993,Liechtenstein,Liechtenstein,No Change,14,0,14,366,Stable
1993,Lithuania,Lithuania,No Change,94,3,18.8,11,Stable
1993,Luxembourg,Luxembourg,No Change,60,1,10,283,Stable
1993,Macau,Macau,No Change,56,0,9.333333333333334,366,Stable
1993,Malaysia,Malaysia,No Change,118,6,19.666666666666668,59,Stable
1993,Mexico,Mexico,No Change,129,5,21.5,19,Stable
1993,Mongolia,Mongolia,No Change,142,6,23.666666666666668,47,Stable
1993,Myanmar,Myanmar,No Change,30,0,5,457,Stable
1993,Nepal,Nepal,No Change,28,0,4.666666666666667,425,Stable
1993,Netherlands,Netherlands,No Change,109,5,18.166666666666668,59,Stable
1993,New Zealand,New Zealand,No Change,120,6,20,125,Stable
1993,Nicaragua,Nicaragua,No Change,16,1,16,283,Stable
1993,North Macedonia,North Macedonia,No Change,107,3,17.833333333333332,19,Stable
1993,Norway,Norway,No Change,85,3,14.166666666666666,238,Stable
1993,Oman,Oman,No Change,4,0,0.6666666666666666,551,Stable
1993,Pakistan,Pakistan,No Change,64,2,10.666666666666666,100,Stable
1993,Panama,Panama,No Change,10,0,10,434,Stable
1993,Paraguay,Paraguay,No Change,20,0,5,434,Stable
1993,People's Republic of China,People's Republic of China,No Change,190,6,31.666666666666668,1,Stable
1993,Peru,Peru,No Change,122,5,20.333333333333332,59,Stable
1993,Philippines,Philippines,No Change,102,4,17,100,Stable
1993,Poland,Poland,No Change,151,6,25.166666666666668,19,Stable
1993,Portugal,Portugal,No Change,71,1,11.833333333333334,283,Stable
1993,Puerto Rico,Puerto Rico,No Change,18,0,6,457,Stable
1993,Republic of Korea,Republic of Korea,No Change,168,6,28,5,Stable
1993,Republic of Moldova,Republic of Moldova,No Change,84,3,16.8,125,Stable
1993,Romania,Romania,No Change,145,6,24.166666666666668,47,Stable
1993,Rwanda,Rwanda,No Change,39,0,6.5,366,Stable
1993,Saudi Arabia,Saudi Arabia,No Change,111,5,18.5,100,Stable
1993,Serbia,Serbia,No Change,132,5,22,59,Stable
1993,Singapore,Singapore,No Change,162,6,27,14,Stable
1993,Slovakia,Slovakia,No Change,116,5,19.333333333333332,29,Stable
1993,Slovenia,Slovenia,No Change,92,2,15.333333333333334,100,Stable
1993,South Africa,South Africa,No Change,93,3,15.5,147,Stable
1993,Spain,Spain,No Change,80,2,13.333333333333334,227,Stable
1993,Sri Lanka,Sri Lanka,No Change,71,2,11.833333333333334,283,Stable
1993,Sweden,Sweden,No Change,102,4,17,147,Stable
1993,Switzerland,Switzerland,No Change,106,2,17.666666666666668,29,Stable
1993,Syria,Syria,No Change,64,1,10.666666666666666,283,Stable
1993,Taiwan,Taiwan,No Change,149,6,24.833333333333332,29,Stable
1993,Tajikistan,Tajikistan,No Change,80,2,13.333333333333334,182,Stable
1993,Thailand,Thailand,No Change,116,4,19.333333333333332,100,Stable
1993,Trinidad and Tobago,Trinidad and Tobago,No Change,37,0,7.4,327,Stable
1993,Tunisia,Tunisia,No Change,67,1,11.166666666666666,238,Stable
1993,Turkmenistan,Turkmenistan,No Change,107,4,17.833333333333332,125,Stable
1993,Türkiye,Türkiye,No Change,151,6,25.166666666666668,13,Stable
1993,Uganda,Uganda,No Change,22,0,3.6666666666666665,475,Stable
1993,Ukraine,Ukraine,No Change,113,5,18.833333333333332,125,Stable
1993,United Arab Emirates,United Arab Emirates,No Change,1,0,0.25,565,Stable
1993,United Kingdom,United Kingdom,No Change,162,6,27,5,Stable
1993,United States of America,United States of America,No Change,192,6,32,3,Stable
1993,Uruguay,Uruguay,No Change,48,0,8,327,Stable
1993,Uzbekistan,Uzbekistan,No Change,110,5,18.333333333333332,100,Stable
1993,Venezuela,Venezuela,No Change,14,0,4.666666666666667,400,Stable
1993,Vietnam,Vietnam,No Change,118,5,19.666666666666668,100,Stable
1994,Albania,Albania,No Change,51,1,8.5,252,Stable
1994,Algeria,Algeria,No Change,86,1,14.333333333333334,47,Stable
1994,Argentina,Argentina,No Change,90,4,15,82,Stable
1994,Armenia,Armenia,No Change,113,5,18.833333333333332,182,Stable
1994,Australia,Australia,No Change,113,4,18.833333333333332,29,Stable
1994,Austria,Austria,No Change,127,5,21.166666666666668,90,Stable
1994,Azerbaijan,Azerbaijan,No Change,64,1,10.666666666666666,252,Stable
1994,Bangladesh,Bangladesh,No Change,83,2,13.833333333333334,216,Stable
1994,Belarus,Belarus,No Change,165,6,27.5,11,Stable
1994,Belgium,Belgium,No Change,80,3,13.333333333333334,147,Stable
1994,Bhutan,Bhutan,No Change,8,0,1.6,487,Stable
1994,Bolivia,Bolivia,No Change,26,1,6.5,252,Stable
1994,Bosnia and Herzegovina,Bosnia and Herzegovina,No Change,144,6,24,19,Stable
1994,Botswana,Botswana,No Change,15,0,2.5,487,Stable
1994,Brazil,Brazil,No Change,134,6,22.333333333333332,47,Stable
1994,Bulgaria,Bulgaria,No Change,126,5,21,90,Stable
1994,Canada,Canada,No Change,131,5,21.833333333333332,76,Stable
1994,Chile,Chile,No Change,17,0,8.5,366,Stable
1994,Colombia,Colombia,No Change,87,2,14.5,238,Stable
1994,Costa Rica,Costa Rica,No Change,82,2,13.666666666666666,216,Stable
1994,Croatia,Croatia,No Change,116,5,19.333333333333332,125,Stable
1994,Cuba,Cuba,No Change,68,0,11.333333333333334,327,Stable
1994,Cyprus,Cyprus,No Change,88,3,14.666666666666666,125,Stable
1994,Czech Republic,Czech Republic,No Change,103,4,17.166666666666668,100,Stable
1994,Denmark,Denmark,No Change,88,2,14.666666666666666,182,Stable
1994,Dominican Republic,Dominican Republic,No Change,39,0,6.5,366,Stable
1994,Ecuador,Ecuador,No Change,46,1,7.666666666666667,227,Stable
1994,El Salvador,El Salvador,No Change,17,0,5.666666666666667,434,Stable
1994,Estonia,Estonia,No Change,91,2,15.166666666666666,147,Stable
1994,Finland,Finland,No Change,85,2,14.166666666666666,82,Stable
1994,France,France,No Change,133,5,22.166666666666668,29,Stable
1994,Georgia,Georgia,No Change,108,4,18,29,Stable
1994,Germany,Germany,No Change,120,6,20,100,Stable
1994,Ghana,Ghana,No Change,4,0,0.6666666666666666,533,Stable
1994,Greece,Greece,No Change,126,6,21,29,Stable
1994,Honduras,Honduras,No Change,1,0,1,565,Stable
1994,Hong Kong,Hong Kong,No Change,140,6,23.333333333333332,59,Stable
1994,Hungary,Hungary,No Change,155,6,25.833333333333332,5,Stable
1994,Iceland,Iceland,No Change,35,0,5.833333333333333,425,Stable
1994,India,India,No Change,167,5,27.833333333333332,5,Stable
1994,Indonesia,Indonesia,No Change,111,4,18.5,47,Stable
1994,Iraq,Iraq,No Change,50,2,10,238,Stable
1994,Ireland,Ireland,No Change,67,0,11.166666666666666,327,Stable
1994,Islamic Republic of Iran,Islamic Republic of Iran,No Change,137,5,22.833333333333332,29,Stable
1994,Israel,Israel,No Change,142,6,23.666666666666668,19,Stable
1994,Italy,Italy,No Change,143,6,23.833333333333332,47,Stable
1994,Ivory Coast,Ivory Coast,No Change,19,0,3.1666666666666665,511,Stable
1994,Japan,Japan,No Change,143,5,23.833333333333332,4,Stable
1994,Kazakhstan,Kazakhstan,No Change,127,5,21.166666666666668,59,Stable
1994,Kenya,Kenya,No Change,7,0,1.4,533,Stable
1994,Kosovo,Kosovo,No Change,48,0,8,434,Stable
1994,Kyrgyzstan,Kyrgyzstan,No Change,122,4,20.333333333333332,47,Stable
1994,Latvia,Latvia,No Change,87,2,14.5,182,Stable
1994,Liechtenstein,Liechtenstein,No Change,14,0,14,366,Stable
1994,Lithuania,Lithuania,No Change,94,3,18.8,11,Stable
1994,Luxembourg,Luxembourg,No Change,60,1,10,283,Stable
1994,Macau,Macau,No Change,56,0,9.333333333333334,366,Stable
1994,Malaysia,Malaysia,No Change,118,6,19.666666666666668,59,Stable
1994,Mexico,Mexico,No Change,129,5,21.5,19,Stable
1994,Mongolia,Mongolia,No Change,142,6,23.666666666666668,47,Stable
1994,Myanmar,Myanmar,No Change,30,0,5,457,Stable
1994,Nepal,Nepal,No Change,28,0,4.666666666666667,425,Stable
1994,Netherlands,Netherlands,No Change,109,5,18.166666666666668,59,Stable
1994,New Zealand,New Zealand,No Change,120,6,20,125,Stable
1994,Nicaragua,Nicaragua,No Change,16,1,16,283,Stable
1994,North Macedonia,North Macedonia,No Change,107,3,17.833333333333332,19,Stable
1994,Norway,Norway,No Change,85,3,14.166666666666666,238,Stable
1994,Oman,Oman,No Change,4,0,0.6666666666666666,551,Stable
1994,Pakistan,Pakistan,No Change,64,2,10.666666666666666,100,Stable
1994,Panama,Panama,No Change,10,0,10,434,Stable
1994,Paraguay,Paraguay,No Change,20,0,5,434,Stable
1994,People's Republic of China,People's Republic of China,No Change,190,6,31.666666666666668,1,Stable
1994,Peru,Peru,No Change,122,5,20.333333333333332,59,Stable
1994,Philippines,Philippines,No Change,102,4,17,100,Stable
1994,Poland,Poland,No Change,151,6,25.166666666666668,19,Stable
1994,Portugal,Portugal,No Change,71,1,11.833333333333334,283,Stable
1994,Puerto Rico,Puerto Rico,No Change,18,0,6,457,Stable
1994,Republic of Korea,Republic of Korea,No Change,168,6,28,5,Stable
1994,Republic of Moldova,Republic of Moldova,No Change,84,3,16.8,125,Stable
1994,Romania,Romania,No Change,145,6,24.166666666666668,47,Stable
1994,Rwanda,Rwanda,No Change,39,0,6.5,366,Stable
1994,Saudi Arabia,Saudi Arabia,No Change,111,5,18.5,100,Stable
1994,Serbia,Serbia,No Change,132,5,22,59,Stable
1994,Singapore,Singapore,No Change,162,6,27,14,Stable
1994,Slovakia,Slovakia,No Change,116,5,19.333333333333332,29,Stable
1994,Slovenia,Slovenia,No Change,92,2,15.333333333333334,100,Stable
1994,South Africa,South Africa,No Change,93,3,15.5,147,Stable
1994,Spain,Spain,No Change,80,2,13.333333333333334,227,Stable
1994,Sri Lanka,Sri Lanka,No Change,71,2,11.833333333333334,283,Stable
1994,Sweden,Sweden,No Change,102,4,17,147,Stable
1994,Switzerland,Switzerland,No Change,106,2,17.666666666666668,29,Stable
1994,Syria,Syria,No Change,64,1,10.666666666666666,283,Stable
1994,Taiwan,Taiwan,No Change,149,6,24.833333333333332,29,Stable
1994,Tajikistan,Tajikistan,No Change,80,2,13.333333333333334,182,Stable
1994,Thailand,Thailand,No Change,116,4,19.333333333333332,100,Stable
1994,Trinidad and Tobago,Trinidad and Tobago,No Change,37,0,7.4,327,Stable
1994,Tunisia,Tunisia,No Change,67,1,11.166666666666666,238,Stable
1994,Turkmenistan,Turkmenistan,No Change,107,4,17.833333333333332,125,Stable
1994,Türkiye,Türkiye,No Change,151,6,25.166666666666668,13,Stable
1994,Uganda,Uganda,No Change,22,0,3.6666666666666665,475,Stable
1994,Ukraine,Ukraine,No Change,113,5,18.833333333333332,125,Stable
1994,United Arab Emirates,United Arab Emirates,No Change,1,0,0.25,565,Stable
1994,United Kingdom,United Kingdom,No Change,162,6,27,5,Stable
1994,United States of America,United States of America,No Change,192,6,32,3,Stable
1994,Uruguay,Uruguay,No Change,48,0,8,327,Stable
1994,Uzbekistan,Uzbekistan,No Change,110,5,18.333333333333332,100,Stable
1994,Venezuela,Venezuela,No Change,14,0,4.666666666666667,400,Stable
1994,Vietnam,Vietnam,No Change,118,5,19.666666666666668,100,Stable
1995,Albania,Albania,No Change,51,1,8.5,252,Stable
1995,Algeria,Algeria,No Change,86,1,14.333333333333334,47,Stable
1995,Argentina,Argentina,No Change,90,4,15,82,Stable
1995,Armenia,Armenia,No Change,113,5,18.833333333333332,182,Stable
1995,Australia,Australia,No Change,113,4,18.833333333333332,29,Stable
1995,Austria,Austria,No Change,127,5,21.166666666666668,90,Stable
1995,Azerbaijan,Azerbaijan,No Change,64,1,10.666666666666666,252,Stable
1995,Bangladesh,Bangladesh,No Change,83,2,13.833333333333334,216,Stable
1995,Belarus,Belarus,No Change,165,6,27.5,11,Stable
1995,Belgium,Belgium,No Change,80,3,13.333333333333334,147,Stable
1995,Bhutan,Bhutan,No Change,8,0,1.6,487,Stable
1995,Bolivia,Bolivia,No Change,26,1,6.5,252,Stable
1995,Bosnia and Herzegovina,Bosnia and Herzegovina,No Change,144,6,24,19,Stable
1995,Botswana,Botswana,No Change,15,0,2.5,487,Stable
1995,Brazil,Brazil,No Change,134,6,22.333333333333332,47,Stable
1995,Bulgaria,Bulgaria,No Change,126,5,21,90,Stable
1995,Canada,Canada,No Change,131,5,21.833333333333332,76,Stable
1995,Chile,Chile,No Change,17,0,8.5,366,Stable
1995,Colombia,Colombia,No Change,87,2,14.5,238,Stable
1995,Costa Rica,Costa Rica,No Change,82,2,13.666666666666666,216,Stable
1995,Croatia,Croatia,No Change,116,5,19.333333333333332,125,Stable
1995,Cuba,Cuba,No Change,68,0,11.333333333333334,327,Stable
1995,Cyprus,Cyprus,No Change,88,3,14.666666666666666,125,Stable
1995,Czech Republic,Czech Republic,No Change,103,4,17.166666666666668,100,Stable
1995,Denmark,Denmark,No Change,88,2,14.666666666666666,182,Stable
